epochs,batch_size,learning_rate,lambda_weight,loss_function,ari,hvg,asw,f1,nmi,sil,graph,pcr,sil_batch,avg_bio,avg_batch,time
5,64,0.0001,0.2,log,0.5036051097305001,0.20825,0.8024613,0.8632707774798928,0.7432595453900236,0.48691046,0.8179435437492679,0.23747940210062354,0.8235866,0.6012928701836927,0.6263365096624679,359.07579016685486
5,64,0.0001,0.2,uniform,0.5036051097305001,0.208,0.7320366,0.8428184281842819,0.7432595453900236,0.61943513,0.8248488982040012,0.4628233020296769,0.8214788,0.6081924675718021,0.7030503281059994,297.1807677745819
5,64,0.0001,0.4,log,0.5036051097305001,0.234625,0.72083867,0.8340080971659919,0.7432595453900236,0.54088044,0.9688767771295594,0.4189647601981379,0.79602015,0.5962028099857307,0.7279538958374429,269.4555218219757
5,64,0.0001,0.4,uniform,0.5036051097305001,0.237875,0.7056548,0.825136612021858,0.7432595453900236,0.6158651,0.9339809562125141,0.5079649062360995,0.8206866,0.6052326964052661,0.7542108137330746,269.6905286312103
5,64,0.0001,0.6,log,0.5036051097305001,0.27949999999999997,0.6697639,0.8445040214477212,0.7432595453900236,0.61684847,0.9349260111895026,0.6576710586232442,0.83667725,0.6095801780066846,0.8097581076863514,266.4108819961548
5,64,0.0001,0.6,uniform,0.5036051097305001,0.23775000000000002,0.70763123,0.8946078431372549,0.7432595453900236,0.6203675,0.9116945169045596,0.4918797338166486,0.828734,0.617870209270024,0.7441027437922928,272.0581293106079
5,64,0.0001,0.8,log,0.5036051097305001,0.275,0.73164606,0.8621151271753681,0.7432595453900236,0.606253,0.8325744728793022,0.49538007802032163,0.8230861,0.620313145192575,0.7170135446116523,269.51295590400696
5,64,0.0001,0.8,uniform,0.5036051097305001,0.23425,0.7110318,0.9086294416243654,0.7432595453900236,0.65306425,0.8931415738772467,0.49745690924670366,0.82037383,0.6256400237064949,0.7369907721011414,270.43527936935425
5,64,1e-05,0.2,log,0.5036051097305001,0.34287500000000004,0.7196869,0.8449197860962567,0.7432595453900236,0.5713111,0.8180130260113995,0.2230008641329825,0.83872825,0.6209429138077619,0.6265807130724702,262.98211765289307
5,64,1e-05,0.2,uniform,0.5036051097305001,0.335625,0.670503,0.8387096774193549,0.7432595453900236,0.6150786,0.8357234042234315,0.3717852508274476,0.8389378,0.6177968301482734,0.6821488246849793,274.5562586784363
5,64,1e-05,0.4,log,0.5036051097305001,0.34287500000000004,0.71916366,0.8449197860962567,0.7432595453900236,0.5723241,0.8171324610472195,0.22777865303441905,0.8388511,0.6210245324346744,0.6279207361091831,264.043420791626
5,64,1e-05,0.4,uniform,0.5036051097305001,0.33587500000000003,0.6699345,0.8387096774193549,0.7432595453900236,0.61498916,0.8205372941138692,0.3712586306863841,0.8388953,0.6177288342026609,0.6768970818975291,274.4072058200836
5,64,1e-05,0.6,log,0.5036051097305001,0.34925,0.716551,0.8405405405405405,0.7432595453900236,0.5745089,0.8171981839876838,0.23844520907031427,0.8383017,0.6212858511520221,0.6313150370976713,265.3400092124939
5,64,1e-05,0.6,uniform,0.5036051097305001,0.33575,0.6693791,0.8371467025572006,0.7432595453900236,0.6151029,0.8359974706523675,0.37210460012091906,0.83857477,0.6173738933226708,0.6822256126286729,269.8870711326599
5,64,1e-05,0.8,log,0.5036051097305001,0.347125,0.7148545,0.8405405405405405,0.7432595453900236,0.57735455,0.8178338392131884,0.24886360757565026,0.8383493,0.6211232041431262,0.6350155765101284,264.7434539794922
5,64,1e-05,0.8,uniform,0.5036051097305001,0.338625,0.6704608,0.8353741496598639,0.7432595453900236,0.6144395,0.8211255838909617,0.37187526730947595,0.83901376,0.6176273520726203,0.6773382021739801,269.9859073162079
5,128,0.0001,0.2,log,0.5036051097305001,0.25875,0.7017789,0.8,0.7432595453900236,0.5646299,0.8168186247688702,0.2579839567581499,0.82989454,0.5953372426998867,0.6348990414070373,193.73763608932495
