epochs,batch_size,learning_rate,lambda_weight,loss_function,ari,hvg,asw,f1,nmi,sil,graph,pcr,sil_batch,avg_bio,avg_batch,time
5,64,0.0001,0.2,log,0.5036051097305001,0.20825,0.8024613,0.8632707774798928,0.7432595453900236,0.48691046,0.8179435437492679,0.23747940210062354,0.8235866,0.6012928701836927,0.6263365096624679,363.0319676399231
5,64,0.0001,0.2,uniform,0.5036051097305001,0.208,0.7320366,0.8428184281842819,0.7432595453900236,0.61943513,0.8248488982040012,0.4628233020296769,0.8214788,0.6081924675718021,0.7030503281059994,313.0967426300049
5,64,0.0001,0.4,log,0.5036051097305001,0.234625,0.72083867,0.8340080971659919,0.7432595453900236,0.54088044,0.9688767771295594,0.4189647601981379,0.79602015,0.5962028099857307,0.7279538958374429,302.2116892337799
5,64,0.0001,0.4,uniform,0.5036051097305001,0.237875,0.7056548,0.825136612021858,0.7432595453900236,0.6158651,0.9339809562125141,0.5079649062360995,0.8206866,0.6052326964052661,0.7542108137330746,317.39224910736084
5,64,0.0001,0.6,log,0.5036051097305001,0.27949999999999997,0.6697639,0.8445040214477212,0.7432595453900236,0.61684847,0.9349260111895026,0.6576710586232442,0.83667725,0.6095801780066846,0.8097581076863514,300.187490940094
5,64,0.0001,0.6,uniform,0.5036051097305001,0.23775000000000002,0.70763123,0.8946078431372549,0.7432595453900236,0.6203675,0.9116945169045596,0.4918797338166486,0.828734,0.617870209270024,0.7441027437922928,309.9702172279358
5,64,1e-05,0.2,log,0.5036051097305001,0.34287500000000004,0.7196869,0.8449197860962567,0.7432595453900236,0.5713111,0.8180130260113995,0.2230008641329825,0.83872825,0.6209429138077619,0.6265807130724702,297.9926211833954
5,64,1e-05,0.2,uniform,0.5036051097305001,0.335625,0.670503,0.8387096774193549,0.7432595453900236,0.6150786,0.8357234042234315,0.3717852508274476,0.8389378,0.6177968301482734,0.6821488246849793,325.27946949005127
5,64,1e-05,0.4,log,0.5036051097305001,0.34287500000000004,0.71916366,0.8449197860962567,0.7432595453900236,0.5723241,0.8171324610472195,0.22777865303441905,0.8388511,0.6210245324346744,0.6279207361091831,301.3372790813446
5,64,1e-05,0.4,uniform,0.5036051097305001,0.33587500000000003,0.6699345,0.8387096774193549,0.7432595453900236,0.61498916,0.8205372941138692,0.3712586306863841,0.8388953,0.6177288342026609,0.6768970818975291,308.49325346946716
5,64,1e-05,0.6,log,0.5036051097305001,0.34925,0.716551,0.8405405405405405,0.7432595453900236,0.5745089,0.8171981839876838,0.23844520907031427,0.8383017,0.6212858511520221,0.6313150370976713,299.8867962360382
5,64,1e-05,0.6,uniform,0.5036051097305001,0.33575,0.6693791,0.8371467025572006,0.7432595453900236,0.6151029,0.8359974706523675,0.37210460012091906,0.83857477,0.6173738933226708,0.6822256126286729,321.40987825393677
5,128,0.0001,0.2,log,0.5036051097305001,0.25875,0.7017789,0.8,0.7432595453900236,0.5646299,0.8168186247688702,0.2579839567581499,0.82989454,0.5953372426998867,0.6348990414070373,233.25056076049805
5,128,0.0001,0.2,uniform,0.5036051097305001,0.239875,0.6783073,0.864516129032258,0.7432595453900236,0.63640344,0.8468578354664522,0.4893723096661739,0.81559503,0.6109944200712502,0.7172750586390778,223.68158078193665
5,128,0.0001,0.4,log,0.5036051097305001,0.252375,0.7510067,0.8301886792452831,0.7432595453900236,0.55409056,0.8179870839138538,0.23294537168773358,0.8345862,0.6057542693831063,0.6285062195666281,226.26109194755554
5,128,0.0001,0.4,uniform,0.5036051097305001,0.24575,0.66921794,0.8608247422680413,0.7432595453900236,0.60624915,0.8256631096124016,0.48106103570442627,0.82829285,0.6048177491913019,0.7116723306655052,227.41822171211243
