epochs,batch_size,learning_rate,lambda_weight,loss_function,ari,hvg,asw,f1,nmi,sil,graph,pcr,sil_batch,avg_bio,avg_batch
30,64,0.0001,0.8,uniform,0.6337876343168718,0.195875,0.77344036,0.9928741092636579,0.8591750027211619,0.713056,0.9551119431161391,0.5362565721232572,0.8137701,0.6947013558689822,0.7683795435383051
30,640,0.0001,0.8,uniform,0.6337876343168718,0.26275000000000004,0.7462946,0.9819927971188476,0.8591750027211619,0.6918579,0.848513085533896,0.421728782599465,0.84723645,0.6959763210338729,0.7058261075400694
